Customer ,Type,Branding,Status,"Number of 
Equipments",Number of doors
101924,Cooler,Soft Drinks,placed,1,"1,5"
102384,Cooler,Soft Drinks,placed,1,2
100841,Cooler,Water,placed,2,2
101889,Cooler,Water,placed,1,1
101889,Cooler,Soft Drinks,placed,1,1
101889,Cooler,Energy,placed,1,"0,7"
101978,Cooler,Water,placed,1,"1,5"
101978,Cooler,Energy,placed,1,"0,7"
101582,Cooler,Water,placed,1,1
101582,Cooler,Soft Drinks,placed,1,2
104457,Cooler,Water,placed,1,1
104457,Cooler,Soft Drinks,placed,1,2
101922,Cooler,Soft Drinks,placed,1,"1,5"
102968,Cooler,Soft Drinks,placed,1,2
111928,Cooler,Water,placed,1,1
111928,Cooler,Soft Drinks,placed,1,1
111928,Cooler,Energy,placed,1,"0,7"
103355,Cooler,Soft Drinks,placed,1,1
102777,Cooler,Water,placed,1,2
103235,Cooler,Soft Drinks,placed,2,"1,3"
104167,Cooler,Water,placed,1,1
104167,Cooler,Soft Drinks,placed,1,2
104176,Cooler,Water,placed,1,1
104176,Cooler,Soft Drinks,placed,1,1
100720,Cooler,Soft Drinks,placed,1,2
100570,Coffee,Coffee ,placed,1,0
100570,Cooler,Water,placed,1,2
100570,Cooler,Soft Drinks,placed,2,4
100570,Cooler,Energy,placed,1,"0,7"
106258,Coffee,Coffee ,placed,2,0
106258,Cooler,Water,placed,2,3
106258,Cooler,Soft Drinks,placed,1,2
106258,Cooler,Energy,placed,1,"0,7"
106258,Dispenser,Water,placed,1,0
104599,Cooler,Water,placed,1,1
104599,Cooler,Soft Drinks,placed,1,"1,5"
101182,Cooler,Water,placed,1,1
101182,Cooler,Soft Drinks,placed,1,1
103358,Cooler,Water,placed,2,"2,5"
103358,Cooler,Soft Drinks,placed,2,3
103358,Cooler,Energy,placed,1,"0,7"
103698,Cooler,Soft Drinks,placed,1,2
100607,Cooler,Water,placed,2,3
100607,Cooler,Soft Drinks,placed,1,2
100607,Cooler,Energy,placed,1,"0,7"
100058,Cooler,Water,placed,1,"1,5"
100058,Cooler,Soft Drinks,placed,1,"1,5"
102269,Cooler,Water,placed,1,1
102269,Cooler,Soft Drinks,placed,1,2
102269,Cooler,Energy,placed,1,"0,7"
103700,Cooler,Soft Drinks,placed,1,2
103727,Cooler,Soft Drinks,placed,1,1
108121,Cooler,Soft Drinks,placed,1,2
100312,Cooler,Water,placed,1,2
100759,Cooler,Soft Drinks,placed,1,1
100759,Cooler,Energy,placed,1,"0,7"
109888,Cooler,Soft Drinks,placed,2,2
103939,Cooler,Water,placed,1,"1,5"
103939,Cooler,Soft Drinks,placed,2,"2,5"
100875,Cooler,Soft Drinks,placed,1,1
107252,Cooler,Water,placed,1,1
107252,Cooler,Soft Drinks,placed,1,"1,5"
102505,Cooler,Soft Drinks,placed,1,2
101114,Cooler,Soft Drinks,placed,1,"1,5"
103341,Cooler,Soft Drinks,placed,1,2
103344,Cooler,Water,placed,1,1
103344,Cooler,Soft Drinks,placed,1,1
111963,Cooler,Soft Drinks,placed,1,"1,5"
111963,Cooler,Energy,placed,1,"0,7"
100806,Cooler,Soft Drinks,placed,1,"1,5"
102230,Cooler,Soft Drinks,placed,1,2
100632,Cooler,Water,placed,1,1
100632,Cooler,Soft Drinks,placed,1,1
100632,Cooler,Energy,placed,1,"0,7"
103246,Cooler,Soft Drinks,placed,1,"1,5"
102507,Cooler,Soft Drinks,placed,1,1
101921,Cooler,Soft Drinks,placed,1,"1,5"
100835,Cooler,Water,placed,1,1
100835,Cooler,Soft Drinks,placed,2,2
104151,Cooler,Water,placed,2,3
104151,Cooler,Soft Drinks,placed,4,6
104151,Cooler,Energy,placed,1,"0,7"
104164,Cooler,Water,placed,1,"1,5"
104164,Cooler,Soft Drinks,placed,1,"1,5"
100843,Cooler,Water,placed,1,1
100843,Cooler,Soft Drinks,placed,1,2
100843,Cooler,Energy,placed,1,"0,7"
101197,Cooler,Water,placed,1,1
101197,Cooler,Soft Drinks,placed,2,"2,3"
101197,Cooler,Energy,placed,1,"0,7"
100950,Cooler,Water,placed,1,"1,5"
100950,Cooler,Soft Drinks,placed,1,2
104232,Coffee,Coffee ,placed,1,0
102517,Cooler,Soft Drinks,placed,2,2
102333,Cooler,Water,placed,1,1
102333,Cooler,Soft Drinks,placed,1,"0,7"
102333,Dispenser,Water,placed,1,0
101241,Cooler,Water,placed,1,"1,5"
101241,Cooler,Soft Drinks,placed,1,"1,5"
101241,Cooler,Energy,placed,1,"0,7"
104251,Cooler,Soft Drinks,placed,1,1
101262,Cooler,Energy,placed,1,"0,7"
107087,Cooler,Water,placed,1,1
107087,Cooler,Soft Drinks,placed,1,"1,5"
104321,Cooler,Water,placed,1,1
104321,Cooler,Soft Drinks,placed,1,1
100625,Cooler,Water,placed,1,1
100625,Cooler,Soft Drinks,placed,1,2
100577,Cooler,Water,placed,2,3
100577,Cooler,Soft Drinks,placed,3,"4,5"
100577,Cooler,Energy,placed,1,"0,7"
102605,Cooler,Water,placed,1,1
102605,Cooler,Soft Drinks,placed,1,1
102605,Cooler,Energy,placed,1,"0,7"
103867,Cooler,Water,placed,1,"1,5"
103867,Cooler,Soft Drinks,placed,1,2
106675,Cooler,Soft Drinks,placed,1,1
106675,Cooler,Energy,placed,1,"0,7"
103244,Cooler,Soft Drinks,placed,2,"2,7"
103243,Cooler,Soft Drinks,placed,1,2
103243,Cooler,Energy,placed,1,"0,7"
103242,Coffee,Coffee ,placed,1,0
103242,Cooler,Water,placed,1,"1,5"
103242,Cooler,Soft Drinks,placed,1,2
103242,Cooler,Energy,placed,1,"0,7"
108216,Cooler,Soft Drinks,placed,1,1
108215,Cooler,Water,placed,1,1
101920,Cooler,Soft Drinks,placed,1,2
100444,Cooler,Water,placed,1,2
100444,Cooler,Soft Drinks,placed,1,2
103539,Cooler,Water,placed,1,"1,5"
103539,Cooler,Soft Drinks,placed,1,"1,5"
103539,Cooler,Energy,placed,1,"0,7"
104327,Cooler,Water,placed,1,2
104327,Cooler,Energy,placed,1,"0,7"
101216,Cooler,Water,placed,1,1
101216,Cooler,Soft Drinks,placed,1,1
106257,Cooler,Water,placed,1,1
106257,Cooler,Soft Drinks,placed,1,"1,5"
106257,Cooler,Energy,placed,1,"0,7"
100567,Cooler,Water,placed,2,2
100567,Cooler,Soft Drinks,placed,2,3
100567,Cooler,Energy,placed,1,"0,7"
104230,Cooler,Water,placed,1,1
103865,Cooler,Water,placed,1,"1,5"
103865,Cooler,Soft Drinks,placed,1,2
103865,Cooler,Energy,placed,1,"0,7"
103865,Cooler,Energy,placed,1,"0,7"
106230,Cooler,Water,placed,1,1
106230,Cooler,Soft Drinks,placed,1,1
106230,Cooler,Energy,placed,1,"0,7"
103794,Cooler,Water,placed,1,1
103794,Cooler,Soft Drinks,placed,1,1
105981,Cooler,Soft Drinks,placed,1,1
100566,Cooler,Soft Drinks,placed,2,4
100597,Cooler,Soft Drinks,placed,2,"3,5"
103203,Cooler,Water,placed,1,"1,5"
103203,Cooler,Soft Drinks,placed,3,"4,5"
103203,Cooler,Energy,placed,1,"0,7"
103203,Cooler,Juice,placed,1,1
100544,Cooler,Water,placed,1,"1,5"
100544,Cooler,Soft Drinks,placed,3,"4,5"
106224,Cooler,Soft Drinks,placed,1,"1,5"
106224,Cooler,Energy,placed,1,"0,7"
100573,Cooler,Water,placed,2,3
100573,Cooler,Soft Drinks,placed,1,2
100573,Cooler,Energy,placed,1,"0,7"
100596,Cooler,Water,placed,2,2
100448,Cooler,Water,placed,2,3
100448,Cooler,Soft Drinks,placed,1,"1,5"
100448,Cooler,Energy,placed,1,"0,7"
100056,Cooler,Water,placed,1,"1,5"
100057,Cooler,Water,placed,1,"1,5"
100057,Cooler,Soft Drinks,placed,1,2
111881,Cooler,Water,placed,2,2
111881,Cooler,Soft Drinks,placed,1,1
102101,Cooler,Water,placed,1,"1,5"
102101,Cooler,Soft Drinks,placed,1,"1,5"
104577,Cooler,Water,placed,2,3
104577,Cooler,Soft Drinks,placed,1,2
101566,Cooler,Water,placed,1,1
101566,Cooler,Soft Drinks,placed,2,"3,5"
106928,Cooler,Soft Drinks,placed,1,"1,5"
106928,Cooler,Energy,placed,1,"0,7"
104568,Cooler,Soft Drinks,placed,1,1
102322,Dispenser,Water,placed,1,0
103208,Cooler,Water,placed,1,1
103208,Cooler,Soft Drinks,placed,1,2
100031,Cooler,Water,placed,1,1
102334,Dispenser,Water,placed,1,0
100449,Cooler,Water,placed,1,"1,5"
100449,Cooler,Soft Drinks,placed,1,2
111941,Cooler,Water,placed,1,1
111941,Cooler,Soft Drinks,placed,1,2
102092,Coffee,Coffee ,placed,4,0
102092,Cooler,Energy,placed,1,"0,7"
100432,Cooler,Soft Drinks,placed,2,3
106678,Cooler,Water,placed,2,3
106678,Cooler,Soft Drinks,placed,3,"4,5"
102503,Cooler,Soft Drinks,placed,1,1
102510,Cooler,Soft Drinks,placed,1,"1,5"
100654,Cooler,Soft Drinks,placed,1,1
106407,Cooler,Soft Drinks,placed,1,1
104231,Cooler,Water,placed,1,"1,5"
104231,Cooler,Soft Drinks,placed,1,2
103207,Cooler,Soft Drinks,placed,1,2
103207,Cooler,Energy,placed,1,"0,7"
107079,Cooler,Soft Drinks,placed,1,1
107332,Cooler,Soft Drinks,placed,1,2
100447,Cooler,Soft Drinks,placed,3,5
102511,Cooler,Water,placed,1,"1,5"
106222,Cooler,Soft Drinks,placed,1,"1,5"
100439,Cooler,Soft Drinks,placed,2,3
102248,Cooler,Soft Drinks,placed,1,"1,5"
103192,Cooler,Soft Drinks,placed,1,"1,5"
100593,Cooler,Water,placed,2,3
100593,Cooler,Soft Drinks,placed,3,4
100437,Cooler,Water,placed,1,1
100437,Cooler,Soft Drinks,placed,3,"4,5"
104564,Cooler,Soft Drinks,placed,1,1
100484,Cooler,Water,placed,3,3
101282,Cooler,Soft Drinks,placed,1,1
104348,Cooler,Soft Drinks,placed,1,2
101295,Cooler,Soft Drinks,placed,1,"1,5"
100483,Cooler,Water,placed,1,"1,5"
100483,Cooler,Soft Drinks,placed,1,2
100482,Cooler,Soft Drinks,placed,2,3
102209,Cooler,Water,placed,1,1
102209,Cooler,Soft Drinks,placed,1,"1,5"
100481,Cooler,Water,placed,1,"1,5"
100481,Cooler,Soft Drinks,placed,1,"1,5"
100488,Cooler,Soft Drinks,placed,1,2
107280,Cooler,Water,placed,4,"4,5"
107280,Cooler,Soft Drinks,placed,1,2
107280,Cooler,Energy,placed,1,"0,7"
103834,Cooler,Water,placed,1,1
103834,Cooler,Soft Drinks,placed,1,1
111871,Cooler,Water,placed,3,3
111871,Cooler,Soft Drinks,placed,1,2
111871,Cooler,Energy,placed,1,"0,7"
103938,Cooler,Soft Drinks,placed,2,"2,7"
107168,Cooler,Soft Drinks,placed,1,2
100463,Cooler,Water,placed,1,1
100463,Cooler,Soft Drinks,placed,3,"4,5"
106316,Cooler,Water,placed,2,3
106316,Cooler,Energy,placed,1,"0,7"
106316,Cooler,Energy,placed,1,1
103703,Cooler,Water,placed,1,1
103703,Cooler,Soft Drinks,placed,1,1
103927,Cooler,Soft Drinks,placed,1,"1,5"
100311,Cooler,Water,placed,1,"1,5"
100311,Cooler,Soft Drinks,placed,1,"1,5"
100279,Cooler,Soft Drinks,placed,1,"1,5"
104216,Cooler,Water,placed,1,"1,5"
100805,Cooler,Soft Drinks,placed,1,"1,5"
100886,Cooler,Water,placed,1,"1,5"
100886,Cooler,Soft Drinks,placed,1,2
101025,Cooler,Water,placed,1,"1,5"
101025,Cooler,Soft Drinks,placed,1,2
101025,Cooler,Energy,placed,1,"0,7"
102522,Cooler,Water,placed,1,"1,5"
102522,Cooler,Soft Drinks,placed,1,2
102522,Cooler,Energy,placed,1,"0,7"
104318,Cooler,Water,placed,1,1
100582,Cooler,Soft Drinks,placed,1,2
100571,Cooler,Water,placed,1,"1,5"
100571,Cooler,Soft Drinks,placed,1,2
100817,Cooler,Water,placed,1,1
100817,Cooler,Soft Drinks,placed,1,"1,5"
100443,Cooler,Water,placed,1,2
100443,Cooler,Soft Drinks,placed,1,2
103534,Cooler,Water,placed,1,"1,5"
103534,Cooler,Soft Drinks,placed,1,"1,5"
103534,Cooler,Energy,placed,1,"0,7"
100438,Cooler,Water,placed,1,"1,5"
100438,Cooler,Soft Drinks,placed,1,2
100811,Cooler,Water,placed,1,1
100811,Cooler,Soft Drinks,placed,1,1
100076,Cooler,Water,placed,1,"1,5"
100034,Cooler,Water,placed,2,2
100034,Cooler,Soft Drinks,placed,1,1
100034,Cooler,Energy,placed,1,"0,7"
104565,Cooler,Soft Drinks,placed,1,"1,5"
106964,Cooler,Water,placed,1,1
100579,Cooler,Soft Drinks,placed,3,"4,7"
100579,Cooler,Energy,placed,1,"0,7"
100578,Cooler,Soft Drinks,placed,2,3
102242,Cooler,Soft Drinks,placed,1,"1,5"
103835,Cooler,Water,placed,1,"1,5"
107259,Cooler,Soft Drinks,placed,1,2
100377,Cooler,Water,placed,1,2
100372,Cooler,Water,placed,1,"1,5"
100372,Cooler,Soft Drinks,placed,2,"3,5"
100372,Cooler,Energy,placed,1,"0,7"
101970,Cooler,Soft Drinks,placed,1,2
101970,Cooler,Energy,placed,1,"0,7"
100441,Cooler,Soft Drinks,placed,1,2
100581,Cooler,Water,placed,1,"1,5"
100581,Cooler,Soft Drinks,placed,2,"3,5"
100581,Cooler,Energy,placed,1,"0,7"
104307,Cooler,Soft Drinks,placed,1,"1,5"
100442,Cooler,Water,placed,1,"1,5"
100442,Cooler,Soft Drinks,placed,1,2
100442,Cooler,Energy,placed,1,1
107143,Cooler,Water,placed,1,1
107143,Cooler,Soft Drinks,placed,1,"1,5"
100368,Cooler,Water,placed,2,3
100368,Cooler,Soft Drinks,placed,1,2
100368,Cooler,Energy,placed,1,"0,7"
109766,Cooler,Soft Drinks,placed,1,1
102304,Cooler,Soft Drinks,placed,1,2
102244,Cooler,Soft Drinks,placed,2,3
110796,Cooler,Water,placed,2,2
101773,Cooler,Water,placed,1,"1,5"
101773,Cooler,Soft Drinks,placed,1,1
107137,Cooler,Water,placed,1,"1,5"
103898,Cooler,Water,placed,1,2
103898,Cooler,Soft Drinks,placed,1,2
103898,Cooler,Energy,placed,1,"0,7"
103708,Cooler,Water,placed,1,1
103708,Cooler,Energy,placed,1,"0,7"
100743,Cooler,Soft Drinks,placed,1,2
101708,Cooler,Soft Drinks,placed,1,1
102551,Cooler,Soft Drinks,placed,1,"1,5"
102963,Cooler,Soft Drinks,placed,1,2
104362,Cooler,Water,placed,1,"1,5"
101775,Cooler,Soft Drinks,placed,1,2
101775,Cooler,Energy,placed,1,"0,7"
102215,Cooler,Water,placed,1,"1,5"
102215,Cooler,Soft Drinks,placed,1,"1,5"
106676,Cooler,Water,placed,1,1
106676,Cooler,Soft Drinks,placed,2,3
102731,Cooler,Soft Drinks,placed,1,"1,5"
104270,Cooler,Water,placed,2,"2,5"
104270,Cooler,Soft Drinks,placed,1,2
104270,Cooler,Energy,placed,1,"0,7"
107083,Cooler,Soft Drinks,placed,1,"1,5"
101196,Cooler,Soft Drinks,placed,1,1
103199,Cooler,Soft Drinks,placed,1,"1,5"
101041,Cooler,Soft Drinks,placed,1,1
100263,Coffee,Coffee ,placed,1,0
100263,Cooler,Soft Drinks,placed,1,"1,5"
100263,Cooler,Energy,placed,1,"0,7"
102737,Cooler,Water,placed,1,2
102737,Cooler,Soft Drinks,placed,1,2
103194,Cooler,Soft Drinks,placed,1,"1,5"
103194,Cooler,Energy,placed,1,"0,7"
103254,Cooler,Soft Drinks,placed,1,2
102985,Cooler,Soft Drinks,placed,1,"1,5"
107319,Cooler,Water,placed,1,1
107319,Cooler,Soft Drinks,placed,2,3
100044,Cooler,Soft Drinks,placed,1,"1,5"
101283,Cooler,Water,placed,1,"1,5"
101283,Cooler,Soft Drinks,placed,1,2
103875,Cooler,Water,placed,1,1
103875,Cooler,Soft Drinks,placed,1,"1,5"
103875,Cooler,Energy,placed,1,"0,7"
100767,Cooler,Soft Drinks,placed,1,1
106219,Cooler,Water,placed,1,1
106219,Cooler,Soft Drinks,placed,1,"1,5"
103211,Cooler,Soft Drinks,placed,1,1
102648,Cooler,Water,placed,2,"2,5"
102648,Cooler,Soft Drinks,placed,1,"1,5"
103679,Cooler,Soft Drinks,placed,1,"1,5"
100347,Cooler,Water,placed,1,1
100347,Cooler,Soft Drinks,placed,1,2
100347,Cooler,Energy,placed,1,"0,7"
102124,Cooler,Water,placed,1,1
111866,Cooler,Soft Drinks,placed,1,"1,5"
100154,Cooler,Soft Drinks,placed,1,"1,5"
100157,Cooler,Soft Drinks,placed,1,"1,5"
100157,Cooler,Energy,placed,1,"0,7"
103533,Cooler,Water,placed,1,2
103533,Cooler,Soft Drinks,placed,1,2
103533,Cooler,Energy,placed,1,"0,7"
103926,Cooler,Water,placed,2,3
103926,Cooler,Soft Drinks,placed,1,2
103926,Cooler,Energy,placed,1,"0,7"
111171,Cooler,Soft Drinks,placed,1,1
106962,Cooler,Soft Drinks,placed,1,2
104165,Cooler,Water,placed,1,"1,5"
104165,Cooler,Soft Drinks,placed,1,"1,5"
101968,Cooler,Soft Drinks,placed,1,1
100737,Cooler,Water,placed,1,1
100737,Cooler,Energy,placed,1,"0,7"
100738,Cooler,Soft Drinks,placed,2,3
100738,Cooler,Energy,placed,1,"0,7"
100738,Cooler,Energy,placed,1,"0,7"
100091,Cooler,Energy,placed,1,"0,7"
103532,Cooler,Soft Drinks,placed,1,"1,5"
101580,Cooler,Soft Drinks,placed,1,"1,5"
103709,Cooler,Soft Drinks,placed,1,"1,5"
103185,Cooler,Water,placed,1,"1,5"
103185,Cooler,Soft Drinks,placed,2,3
103185,Cooler,Energy,placed,1,"0,7"
103186,Cooler,Soft Drinks,placed,1,2
104579,Cooler,Water,placed,1,2
103187,Cooler,Soft Drinks,placed,1,"1,5"
100734,Cooler,Water,placed,1,"1,5"
100734,Cooler,Soft Drinks,placed,1,"1,5"
107056,Cooler,Water,placed,1,1
107056,Cooler,Soft Drinks,placed,1,1
103816,Cooler,Soft Drinks,placed,1,2
106253,Coffee,Coffee ,placed,2,0
106253,Cooler,Water,placed,1,2
106253,Cooler,Soft Drinks,placed,2,3
106253,Cooler,Energy,placed,1,"0,7"
106253,Dispenser,Water,placed,1,0
104566,Cooler,Soft Drinks,placed,1,1
104544,Cooler,Soft Drinks,placed,1,1
100419,Cooler,Soft Drinks,placed,1,"1,5"
100419,Cooler,Energy,placed,1,"0,7"
100024,Cooler,Water,placed,1,1
103889,Cooler,Soft Drinks,placed,1,"1,5"
103143,Cooler,Water,placed,2,3
103839,Cooler,Water,placed,1,"1,5"
102350,Cooler,Soft Drinks,placed,1,"1,5"
103541,Cooler,Water,placed,2,"2,5"
101077,Cooler,Water,placed,1,1
103796,Coffee,Coffee ,placed,1,0
103796,Cooler,Soft Drinks,placed,1,1
103796,Cooler,Energy,placed,1,"0,7"
102975,Cooler,Water,placed,2,3
101472,Cooler,Water,placed,1,2
106949,Dispenser,Water,placed,1,0
101883,Cooler,Soft Drinks,placed,3,4
101883,Cooler,Energy,placed,1,"0,7"
104349,Cooler,Water,placed,1,1
104343,Cooler,Soft Drinks,placed,1,2
104359,Cooler,Water,placed,1,2
102620,Cooler,Water,placed,1,2
100706,Cooler,Soft Drinks,placed,1,1
104590,Cooler,Soft Drinks,placed,1,1
101399,Cooler,Soft Drinks,placed,1,2
109222,Cooler,Water,placed,1,1
109222,Cooler,Soft Drinks,placed,1,1
103542,Cooler,Water,placed,1,1
103542,Cooler,Soft Drinks,placed,1,"1,5"
103190,Cooler,Energy,placed,1,"0,7"
101250,Cooler,Soft Drinks,placed,1,"1,5"
103667,Cooler,Soft Drinks,placed,1,2
101157,Cooler,Soft Drinks,placed,1,1
102392,Cooler,Soft Drinks,placed,1,1
103339,Cooler,Soft Drinks,placed,1,2
103339,Cooler,Energy,placed,1,"0,7"
106301,Cooler,Soft Drinks,placed,1,"1,5"
111923,Cooler,Water,placed,1,2
102380,Cooler,Soft Drinks,placed,1,1
100733,Cooler,Energy,placed,1,"0,7"
100710,Cooler,Soft Drinks,placed,1,"1,5"
103585,Cooler,Water,placed,1,2
103585,Cooler,Energy,placed,1,"0,7"
101988,Cooler,Water,placed,1,"1,5"
101988,Cooler,Soft Drinks,placed,2,2
101987,Cooler,Soft Drinks,placed,1,2
101987,Cooler,Energy,placed,1,"0,7"
102858,Cooler,Water,placed,1,1
102858,Cooler,Soft Drinks,placed,2,"2,5"
101486,Cooler,Soft Drinks,placed,1,2
102555,Cooler,Water,placed,1,1
102555,Cooler,Soft Drinks,placed,1,2
100072,Coffee,Coffee ,placed,2,0
100072,Cooler,Water,placed,1,1
100072,Cooler,Soft Drinks,placed,2,"2,5"
100072,Cooler,Energy,placed,1,"0,7"
102344,Cooler,Soft Drinks,placed,1,2
100819,Cooler,Soft Drinks,placed,1,"1,5"
106353,Cooler,Juice,placed,1,1
102581,Cooler,Water,placed,1,1
102581,Cooler,Soft Drinks,placed,1,"1,5"
102581,Cooler,Energy,placed,1,"0,7"
103936,Cooler,Water,placed,3,5
101484,Cooler,Soft Drinks,placed,1,"1,5"
101925,Cooler,Soft Drinks,placed,1,"1,5"
103095,Cooler,Soft Drinks,placed,1,"1,5"
106254,Cooler,Energy,placed,1,"0,7"
104576,Cooler,Water,placed,1,"1,5"
104576,Cooler,Soft Drinks,placed,1,2
103955,Cooler,Soft Drinks,placed,1,2
101577,Cooler,Water,placed,1,1
101577,Cooler,Soft Drinks,placed,1,1
103319,Cooler,Energy,placed,1,"0,7"
101881,Cooler,Water,placed,1,1
101881,Cooler,Soft Drinks,placed,2,4
101881,Cooler,Energy,placed,1,"0,7"
102966,Cooler,Water,placed,1,1
102966,Cooler,Soft Drinks,placed,1,2
111962,Coffee,Coffee ,placed,1,0
111962,Cooler,Soft Drinks,placed,1,2
103139,Cooler,Juice,placed,1,1
103140,Cooler,Water,placed,1,2
102885,Coffee,Coffee ,placed,3,0
102885,Cooler,Water,placed,1,1
102885,Cooler,Soft Drinks,placed,1,2
100935,Cooler,Water,placed,1,2
100935,Cooler,Soft Drinks,placed,1,2
106275,Coffee,Coffee ,placed,2,0
106275,Cooler,Soft Drinks,placed,1,"1,5"
103831,Cooler,Water,placed,2,3
103831,Cooler,Soft Drinks,placed,1,2
103831,Cooler,Energy,placed,1,"0,7"
103831,Cooler,Energy,placed,1,"0,7"
103141,Cooler,Water,placed,1,1
102938,Cooler,Water,placed,1,2
102938,Cooler,Soft Drinks,placed,1,"1,5"
110797,Cooler,Soft Drinks,placed,1,1
103501,Cooler,Soft Drinks,placed,1,2
103501,Cooler,Energy,placed,1,"0,7"
102941,Cooler,Soft Drinks,placed,1,1
100894,Cooler,Soft Drinks,placed,1,1
103843,Cooler,Water,placed,2,4
103680,Cooler,Water,placed,1,1
103680,Cooler,Soft Drinks,placed,1,"1,5"
103142,Cooler,Soft Drinks,placed,1,"1,5"
101694,Cooler,Soft Drinks,placed,1,2
101957,Cooler,Soft Drinks,placed,1,1
100599,Cooler,Soft Drinks,placed,1,1
104274,Cooler,Soft Drinks,placed,1,1
102353,Cooler,Soft Drinks,placed,4,6
102353,Cooler,Energy,placed,1,1
101239,Cooler,Soft Drinks,placed,1,1
102942,Cooler,Soft Drinks,placed,1,1
106294,Coffee,Coffee ,placed,2,0
106294,Cooler,Water,placed,1,"1,5"
106294,Cooler,Soft Drinks,placed,1,"1,5"
106294,Cooler,Energy,placed,1,"0,7"
103197,Cooler,Energy,placed,1,"0,7"
105429,Cooler,Soft Drinks,placed,1,1
102196,Cooler,Soft Drinks,placed,1,2
101154,Cooler,Water,placed,2,3
102625,Cooler,Water,placed,1,1
102625,Cooler,Soft Drinks,placed,1,"1,5"
102634,Cooler,Water,placed,1,1
102634,Cooler,Soft Drinks,placed,1,2
102367,Cooler,Water,placed,1,"1,5"
102367,Cooler,Soft Drinks,placed,2,"3,5"
102367,Cooler,Energy,placed,1,1
103861,Cooler,Soft Drinks,placed,1,2
107264,Cooler,Soft Drinks,placed,1,1
106697,Cooler,Water,placed,1,1
106697,Cooler,Soft Drinks,placed,1,1
106697,Cooler,Energy,placed,1,"0,7"
106697,Cooler,Energy,placed,1,"0,7"
102845,Cooler,Soft Drinks,placed,1,2
106947,Cooler,Water,placed,1,1
100457,Cooler,Water,placed,2,2
100457,Cooler,Soft Drinks,placed,1,2
101300,Cooler,Soft Drinks,placed,1,"1,5"
104198,Cooler,Soft Drinks,placed,1,2
104198,Cooler,Energy,placed,1,"0,7"
101242,Cooler,Water,placed,1,1
101242,Cooler,Soft Drinks,placed,1,"1,5"
103530,Cooler,Soft Drinks,placed,1,"1,5"
103530,Cooler,Energy,placed,1,"0,7"
102576,Cooler,Soft Drinks,placed,1,"1,5"
103094,Cooler,Water,placed,1,1
103094,Cooler,Soft Drinks,placed,1,2
103094,Cooler,Energy,placed,1,"0,7"
103699,Cooler,Water,placed,1,2
101959,Cooler,Water,placed,1,1
101959,Cooler,Soft Drinks,placed,1,1
101424,Cooler,Water,placed,1,1
101424,Cooler,Soft Drinks,placed,1,1
106945,Cooler,Soft Drinks,placed,1,"0,7"
101986,Cooler,Water,placed,1,1
101986,Cooler,Soft Drinks,placed,1,2
104299,Cooler,Soft Drinks,placed,2,3
103587,Cooler,Water,placed,1,"1,5"
101880,Cooler,Water,placed,1,1
101880,Cooler,Soft Drinks,placed,2,4
103371,Cooler,Soft Drinks,placed,1,"1,5"
103371,Cooler,Energy,placed,1,"0,7"
104598,Cooler,Soft Drinks,placed,1,1
104538,Cooler,Soft Drinks,placed,1,2
104538,Cooler,Energy,placed,1,"0,7"
102537,Cooler,Water,placed,1,"1,5"
102537,Cooler,Soft Drinks,placed,1,2
102537,Cooler,Energy,placed,1,"0,7"
101576,Cooler,Soft Drinks,placed,1,"1,5"
103788,Cooler,Water,placed,1,1
103788,Cooler,Energy,placed,1,"0,7"
103326,Cooler,Water,placed,1,1
103326,Cooler,Soft Drinks,placed,1,1
103168,Cooler,Water,placed,1,1
102564,Cooler,Water,placed,1,2
102428,Cooler,Soft Drinks,placed,1,1
107117,Coffee,Coffee ,placed,1,0
107117,Cooler,Water,placed,1,1
107117,Cooler,Soft Drinks,placed,1,2
102852,Cooler,Water,placed,1,1
102852,Cooler,Soft Drinks,placed,1,2
102852,Cooler,Energy,placed,1,"0,7"
104700,Cooler,Soft Drinks,placed,1,"1,5"
101885,Cooler,Soft Drinks,placed,1,2
102089,Cooler,Water,placed,1,1
102089,Cooler,Soft Drinks,placed,1,"1,5"
100271,Cooler,Soft Drinks,placed,1,2
102072,Cooler,Soft Drinks,placed,1,2
100019,Cooler,Water,placed,2,3
100019,Cooler,Energy,placed,1,"0,7"
103189,Cooler,Soft Drinks,placed,1,"1,5"
103726,Cooler,Soft Drinks,placed,1,1
102846,Cooler,Water,placed,1,1
102846,Cooler,Soft Drinks,placed,1,"1,5"
103093,Cooler,Water,placed,1,1
103093,Cooler,Soft Drinks,placed,1,2
103077,Cooler,Water,placed,1,"1,5"
100085,Cooler,Soft Drinks,placed,1,2
100085,Cooler,Juice,placed,1,1
103010,Cooler,Water,placed,1,"1,5"
101465,Cooler,Water,placed,1,"1,5"
101465,Cooler,Soft Drinks,placed,1,"1,5"
110447,Cooler,Water,placed,1,1
102639,Cooler,Water,placed,1,1
102639,Cooler,Soft Drinks,placed,1,1
102639,Cooler,Energy,placed,1,"0,7"
102639,Cooler,Energy,placed,1,1
109224,Cooler,Soft Drinks,placed,1,"1,5"
109313,Cooler,Soft Drinks,placed,1,1
101930,Cooler,Soft Drinks,placed,1,2
102756,Cooler,Water,placed,2,3
102756,Cooler,Soft Drinks,placed,1,"0,7"
102756,Cooler,Soft Drinks,placed,1,2
