Calendar day,Customer,BGN,CS
16.12.2025,101985,"105,61",38
16.12.2025,102521,"13,9",5
16.12.2025,102747,"25,01",9
16.12.2025,103789,"12,04","4,333"
16.12.2025,103819,"8,34",3
16.12.2025,110211,"5,56",2
16.12.2025,100342,"8,34",3
16.12.2025,105795,"30,57",11
16.12.2025,103175,"5,56",2
16.12.2025,101755,"30,57",11
16.12.2025,102582,"13,9",5
16.12.2025,102746,"33,35",12
16.12.2025,102171,"13,9",5
16.12.2025,104364,"44,47",16
16.12.2025,110497,"40,3","14,5"
16.12.2025,110496,"83,38",30
16.12.2025,102480,"11,12",4
16.12.2025,103818,"110,71","39,833"
16.12.2025,111946,"2,78",1
16.12.2025,102485,"52,81",19
16.12.2025,103376,"13,9",5
16.12.2025,102045,"4,63","1,666"
16.12.2025,103191,"8,34",3
16.12.2025,112097,"2,78",1
16.12.2025,101551,"41,69",15
16.12.2025,100403,"69,48",25
16.12.2025,112055,"88,94",32
16.12.2025,105800,"2,78",1
16.12.2025,108997,"33,35",12
16.12.2025,102104,"22,23",8
16.12.2025,101671,"105,61",38
16.12.2025,112050,"5,56",2
16.12.2025,105798,"37,52","13,5"
16.12.2025,111988,"61,14",22
16.12.2025,105827,"11,12",4
16.12.2025,106249,"11,12",4
16.12.2025,103814,"22,23",8
16.12.2025,103347,"11,12",4
16.12.2025,101781,"2,78",1
16.12.2025,101591,"22,23",8
16.12.2025,104518,"22,23",8
16.12.2025,106679,"16,68",6
16.12.2025,102119,"11,12",4
16.12.2025,102118,"33,35",12
16.12.2025,103306,"104,22","37,5"
16.12.2025,110841,"11,12",4
16.12.2025,110835,"22,23",8
16.12.2025,102994,"33,35",12
16.12.2025,101206,"141,74",51
16.12.2025,106983,"8,34",3
16.12.2025,101734,"36,13",13
16.12.2025,102974,"2,78",1
16.12.2025,111115,"5,56",2
16.12.2025,101747,"2,78",1
16.12.2025,102481,"61,14",22
16.12.2025,101867,"2,78",1
16.12.2025,102566,"2,78",1
16.12.2025,107139,"2,78",1
16.12.2025,100071,"2,78",1
16.12.2025,103772,"27,79",10
16.12.2025,101750,"5,56",2
16.12.2025,111520,"33,35",12
16.12.2025,100903,"13,9",5
16.12.2025,105338,"2,78",1
16.12.2025,102599,"22,23",8
16.12.2025,102063,"13,9",5
16.12.2025,102550,"25,01",9
16.12.2025,101602,"36,13",13
16.12.2025,102999,"5,56",2
16.12.2025,101603,"33,35",12
16.12.2025,100402,"18,2","6,55"
16.12.2025,105010,"38,91",14
16.12.2025,100361,"113,95",41
16.12.2025,101738,"33,35",12
16.12.2025,106628,"77,82",28
16.12.2025,101668,"8,34",3
16.12.2025,103003,"2,78",1
16.12.2025,100890,"11,12",4
16.12.2025,110833,"22,23",8
16.12.2025,101655,"19,45",7
16.12.2025,110832,"36,13",13
16.12.2025,104535,"5,56",2
16.12.2025,101606,"2,78",1
16.12.2025,102060,"8,34",3
16.12.2025,107514,"13,9",5
16.12.2025,101733,"130,63",47
16.12.2025,111558,"19,45",7
16.12.2025,100218,"8,34",3
16.12.2025,106470,"72,26",26
16.12.2025,101869,"30,57",11
16.12.2025,101868,"22,23",8
16.12.2025,112085,"83,38",30
16.12.2025,101842,"19,45",7
16.12.2025,104525,"8,34",3
16.12.2025,100721,"16,68",6
16.12.2025,103126,"33,35",12
16.12.2025,106042,"47,25",17
16.12.2025,102991,"2,78",1
16.12.2025,101667,"5,56",2
16.12.2025,102993,"5,56",2
16.12.2025,104177,"2,78",1
16.12.2025,108123,"11,12",4
16.12.2025,110839,"41,69",15
16.12.2025,104188,"5,56",2
16.12.2025,105431,"69,48",25
16.12.2025,102847,"13,9",5
16.12.2025,104352,"44,47",16
16.12.2025,111960,"33,35",12
16.12.2025,103300,"133,41",48
16.12.2025,100115,"8,34",3
16.12.2025,110207,"13,9",5
16.12.2025,102004,"30,57",11
16.12.2025,102433,"5,56",2
16.12.2025,102003,"5,56",2
16.12.2025,103327,"38,91",14
16.12.2025,102430,"2,78",1
16.12.2025,103007,"2,78",1
16.12.2025,105688,"16,68",6
16.12.2025,100885,"11,12",4
16.12.2025,110479,"44,47",16
16.12.2025,104407,"11,12",4
16.12.2025,106503,"19,45",7
16.12.2025,106499,"11,12",4
16.12.2025,105424,"15,29","5,5"
16.12.2025,110806,"11,12",4
16.12.2025,103260,"75,04",27
16.12.2025,108296,"11,12",4
16.12.2025,106630,"22,23",8
16.12.2025,105745,"11,12",4
16.12.2025,107328,"30,57",11
16.12.2025,105813,"9,73","3,5"
16.12.2025,105337,"5,56",2
16.12.2025,103276,"2,78",1
16.12.2025,100141,"11,12",4
16.12.2025,106468,"69,48",25
16.12.2025,102969,"13,9",5
16.12.2025,106384,"61,14",22
16.12.2025,105360,"2,78",1
16.12.2025,108444,"8,34",3
16.12.2025,104554,"22,23",8
16.12.2025,109685,"16,68",6
16.12.2025,104555,"8,34",3
16.12.2025,103885,"8,34",3
16.12.2025,103263,"100,11","36,02"
16.12.2025,107603,"2,78",1
16.12.2025,110846,"61,14",22
16.12.2025,103762,"19,45",7
16.12.2025,100108,"2,78",1
16.12.2025,108227,"25,01",9
16.12.2025,101072,"11,12",4
16.12.2025,110205,"11,12",4
16.12.2025,106631,"11,12",4
16.12.2025,100028,"33,35",12
16.12.2025,108297,"11,12",4
16.12.2025,107476,"5,56",2
16.12.2025,110415,"16,68",6
16.12.2025,100246,"8,34",3
16.12.2025,112079,"108,39",39
16.12.2025,102685,"7,64","2,75"
16.12.2025,100669,"16,68",6
16.12.2025,102851,"20,84","7,5"
16.12.2025,102979,"2,78",1
16.12.2025,106654,"66,7",24
16.12.2025,106734,"16,68",6
16.12.2025,107023,"-2,9","-1,042"
16.12.2025,102687,"-7,87","-2,833"
16.12.2025,102759,"5,56",2
16.12.2025,104314,"8,34",3
16.12.2025,103009,"13,9",5
16.12.2025,102518,"9,73","3,5"
16.12.2025,107250,"800,43",288
16.12.2025,107021,"19,45",7
16.12.2025,102412,"5,56",2
16.12.2025,104386,"11,12",4
16.12.2025,102623,"8,34",3
16.12.2025,104780,"22,23",8
16.12.2025,102848,"30,57",11
16.12.2025,104681,"108,39",39
16.12.2025,102516,"1,86","0,668"
16.12.2025,102888,"127,85",46
16.12.2025,107046,"11,12",4
16.12.2025,102496,"5,56",2
16.12.2025,102840,"8,34",3
16.12.2025,102645,"2,78",1
16.12.2025,104685,"13,9",5
16.12.2025,102655,"69,48",25
16.12.2025,102591,"22,23",8
16.12.2025,107035,"2,78",1
16.12.2025,102794,"8,34",3
16.12.2025,102626,"5,56",2
16.12.2025,102890,"19,45",7
16.12.2025,104683,"83,38",30
16.12.2025,103001,"16,68",6
16.12.2025,102628,"11,12",4
16.12.2025,102612,"11,12",4
16.12.2025,104289,"2,78",1
16.12.2025,104330,"5,56",2
16.12.2025,104311,"5,56",2
16.12.2025,102409,"2,78",1
16.12.2025,102497,"61,14",22
16.12.2025,102891,"6,95","2,5"
16.12.2025,102894,"20,84","7,5"
16.12.2025,102499,"5,56",2
16.12.2025,101070,"8,34",3
16.12.2025,106271,"38,91",14
16.12.2025,100698,"2,78",1
16.12.2025,106651,"125,07",45
16.12.2025,106261,"42,04","15,125"
16.12.2025,106663,"-1,62","-0,584"
16.12.2025,102765,"8,34",3
16.12.2025,101049,"75,04",27
16.12.2025,100284,"36,13",13
16.12.2025,104710,"58,36",21
16.12.2025,103145,"16,68",6
16.12.2025,102958,"13,9",5
16.12.2025,102893,"2,78",1
16.12.2025,102872,"13,9",5
16.12.2025,102492,"8,34",3
16.12.2025,102910,"16,68",6
16.12.2025,106666,"86,16",31
16.12.2025,106262,"11,12",4
16.12.2025,100090,"5,56",2
16.12.2025,102825,"80,6",29
16.12.2025,100694,"25,01",9
16.12.2025,100089,"8,34",3
16.12.2025,102931,"58,36",21
16.12.2025,102494,"2,78",1
16.12.2025,104690,"8,34",3
16.12.2025,100696,"5,56",2
16.12.2025,102418,"25,01",9
16.12.2025,102689,"5,56",2
16.12.2025,102828,"91,72",33
16.12.2025,102812,"13,9",5
16.12.2025,102922,"11,12",4
16.12.2025,106737,"5,56",2
16.12.2025,104749,"5,56",2
16.12.2025,112021,"16,68",6
16.12.2025,106662,"50,03",18
16.12.2025,100675,"13,9",5
16.12.2025,104613,"177,87",64
16.12.2025,102697,"8,34",3
16.12.2025,102595,"22,23",8
16.12.2025,104632,"16,68",6
16.12.2025,102816,"113,95",41
16.12.2025,107029,"22,23",8
16.12.2025,106731,"158,42",57
16.12.2025,102769,"44,47",16
16.12.2025,112061,"350,19",126
16.12.2025,104731,"38,91",14
16.12.2025,107283,"227,9",82
16.12.2025,112104,"25,01",9
16.12.2025,102594,"25,01",9
16.12.2025,102590,"55,59",20
16.12.2025,102782,"36,13",13
16.12.2025,102930,"11,12",4
16.12.2025,104734,"16,44","5,917"
16.12.2025,106660,"88,94",32
16.12.2025,102596,"69,48",25
16.12.2025,106341,"30,57",11
16.12.2025,106726,"308,5",111
16.12.2025,112027,"0,46","0,167"
16.12.2025,112059,"5,56",2
16.12.2025,102742,"5,56",2
16.12.2025,104609,"13,9",5
16.12.2025,106270,"41,69",15
16.12.2025,104610,"66,7",24
16.12.2025,101040,"13,9",5
16.12.2025,102788,"8,34",3
16.12.2025,100686,"8,34",3
16.12.2025,102663,"11,12",4
16.12.2025,104612,"88,94",32
16.12.2025,102662,"63,92",23
16.12.2025,101200,"16,68",6
16.12.2025,102902,"13,9",5
16.12.2025,112103,"430,23","154,8"
16.12.2025,112100,"2,78",1
16.12.2025,100682,"27,79",10
16.12.2025,106659,"75,04",27
16.12.2025,112101,"22,23",8
16.12.2025,102873,"8,34",3
16.12.2025,104712,"2,78",1
16.12.2025,102874,"47,25",17
16.12.2025,102901,"11,12",4
16.12.2025,102911,"8,34",3
16.12.2025,102965,"2,78",1
16.12.2025,100289,"41,69",15
16.12.2025,100704,"22,23",8
16.12.2025,102955,"44,47",16
16.12.2025,102724,"22,23",8
16.12.2025,101079,"19,45",7
16.12.2025,102939,"36,13",13
16.12.2025,102960,"5,56",2
16.12.2025,104722,"13,9",5
16.12.2025,102875,"16,68",6
16.12.2025,102705,"44,47",16
16.12.2025,102704,"11,12",4
16.12.2025,102906,"86,16",31
16.12.2025,102886,"2,78",1
16.12.2025,102934,"13,9",5
16.12.2025,106264,"13,9",5
16.12.2025,102703,"30,57",11
16.12.2025,101063,"58,36",21
16.12.2025,102959,"19,45",7
16.12.2025,104643,"9,03","3,25"
16.12.2025,104738,"16,68",6
16.12.2025,104644,"5,56",2
16.12.2025,103912,"55,59",20
16.12.2025,102420,"6,25","2,25"
16.12.2025,104339,"30,57",11
16.12.2025,103582,"2,78",1
16.12.2025,109332,"44,47",16
16.12.2025,110468,"27,79",10
16.12.2025,110147,"86,16",31
16.12.2025,104730,"8,34",3
16.12.2025,102668,"30,57",11
16.12.2025,104732,"2,78",1
16.12.2025,104679,"33,35",12
16.12.2025,111148,"25,01",9
16.12.2025,101181,"7,76","2,792"
16.12.2025,101801,"5,56",2
16.12.2025,109708,"5,56",2
16.12.2025,108991,"11,12",4
16.12.2025,103148,"8,34",3
16.12.2025,108144,"2,78",1
16.12.2025,105065,"11,12",4
16.12.2025,107496,"27,79",10
16.12.2025,109365,"8,34",3
16.12.2025,108238,"52,81",19
16.12.2025,110843,"5,56",2
16.12.2025,109934,"25,01",9
16.12.2025,106510,"8,34",3
16.12.2025,107110,"16,68",6
16.12.2025,110041,"6,95","2,5"
16.12.2025,105848,"2,78",1
16.12.2025,110736,"25,01",9
16.12.2025,107404,"5,56",2
16.12.2025,105964,"36,13",13
16.12.2025,111139,"13,9",5
16.12.2025,100726,"2,78",1
16.12.2025,106276,"27,79",10
16.12.2025,106546,"11,12",4
16.12.2025,109545,"2,78",1
16.12.2025,111804,"19,45",7
16.12.2025,106497,"61,14",22
16.12.2025,110837,"77,82",28
16.12.2025,112106,"75,04",27
16.12.2025,109023,"8,34",3
16.12.2025,107577,"13,9",5
16.12.2025,105106,"2,78",1
16.12.2025,107503,"8,34",3
16.12.2025,109956,"11,12",4
16.12.2025,109189,"30,57",11
16.12.2025,111519,"2,78",1
16.12.2025,104925,"13,9",5
16.12.2025,105768,"13,9",5
16.12.2025,108566,"25,01",9
16.12.2025,108025,"22,23",8
16.12.2025,110924,"11,12",4
16.12.2025,110459,"22,23",8
16.12.2025,110167,"8,34",3
16.12.2025,104836,"30,57",11
16.12.2025,105357,"13,9",5
16.12.2025,105708,"161,2",58
16.12.2025,105016,"2,78",1
16.12.2025,110264,"5,56",2
16.12.2025,105592,"8,34",3
16.12.2025,109025,"11,12",4
16.12.2025,109843,"13,9",5
16.12.2025,107510,"19,45",7
16.12.2025,110062,"16,68",6
16.12.2025,108153,"16,68",6
16.12.2025,105440,"27,79",10
16.12.2025,108219,"27,79",10
16.12.2025,108972,"2,78",1
16.12.2025,108969,"8,34",3
16.12.2025,107560,"16,68",6
16.12.2025,105761,"2,78",1
16.12.2025,105029,"8,34",3
16.12.2025,106755,"5,56",2
16.12.2025,105021,"2,78",1
16.12.2025,110213,"13,9",5
16.12.2025,104968,"5,56",2
16.12.2025,109063,"0,93","0,333"
16.12.2025,108125,"30,57",11
16.12.2025,108154,"25,01",9
16.12.2025,111529,"2,78",1
16.12.2025,105987,"5,56",2
16.12.2025,105203,"2,78",1
16.12.2025,110749,"8,34",3
16.12.2025,107859,"2,78",1
16.12.2025,106540,"13,9",5
16.12.2025,109261,"13,9",5
16.12.2025,108220,"33,35",12
16.12.2025,110859,"22,23",8
16.12.2025,105195,"8,34",3
16.12.2025,110433,"25,01",9
16.12.2025,108360,"5,56",2
16.12.2025,106594,"11,12",4
16.12.2025,106537,"30,57",11
16.12.2025,110896,"16,68",6
16.12.2025,110524,"33,35",12
16.12.2025,105402,"61,14",22
16.12.2025,105374,"5,56",2
16.12.2025,111367,"33,35",12
16.12.2025,105637,"5,56",2
16.12.2025,105453,"2,78",1
16.12.2025,107872,"5,56",2
16.12.2025,110416,"8,34",3
16.12.2025,105265,"16,68",6
16.12.2025,107364,"8,34",3
16.12.2025,107943,"5,56",2
16.12.2025,106587,"11,12",4
16.12.2025,104864,"8,34",3
16.12.2025,111700,"11,12",4
16.12.2025,102376,"11,12",4
16.12.2025,102381,"2,78",1
16.12.2025,103134,"5,56",2
16.12.2025,104642,"2,78",1
16.12.2025,110898,"2,78",1
16.12.2025,106592,"2,78",1
16.12.2025,103494,"36,13",13
16.12.2025,103038,"11,12",4
16.12.2025,101851,"5,56",2
16.12.2025,106929,"13,9",5
16.12.2025,106637,"27,79",10
16.12.2025,104201,"8,34",3
16.12.2025,105329,"5,56",2
16.12.2025,105143,"5,56",2
16.12.2025,111456,"2,78",1
16.12.2025,110800,"16,68",6
16.12.2025,103150,"8,34",3
16.12.2025,100322,"2,78",1
16.12.2025,104398,"19,45",7
16.12.2025,110899,"11,12",4
16.12.2025,111053,"19,45",7
16.12.2025,109866,"5,56",2
16.12.2025,105644,"2,78",1
16.12.2025,102407,"11,11","3,999"
16.12.2025,109389,"19,45",7
16.12.2025,103862,"147,3",53
16.12.2025,104605,"19,45",7
16.12.2025,111312,"5,56",2
16.12.2025,110065,"58,36",21
16.12.2025,107849,"8,34",3
16.12.2025,107807,"2,78",1
16.12.2025,104182,"1,39","0,5"
16.12.2025,102454,"5,56",2
16.12.2025,103152,"13,9",5
16.12.2025,108369,"2,78",1
16.12.2025,103489,"55,59",20
16.12.2025,107334,"5,56",2
16.12.2025,100671,"11,12",4
16.12.2025,105127,"2,78",1
16.12.2025,105284,"5,56",2
16.12.2025,108947,"5,56",2
16.12.2025,102192,"5,56",2
16.12.2025,107389,"11,12",4
16.12.2025,105612,"5,56",2
16.12.2025,103751,"8,34",3
16.12.2025,109599,"16,68",6
16.12.2025,104733,"8,34",3
16.12.2025,105013,"8,34",3
16.12.2025,110503,"5,56",2
16.12.2025,108225,"11,12",4
16.12.2025,101001,"25,01",9
16.12.2025,103832,"2,78",1
16.12.2025,108374,"11,12",4
16.12.2025,104606,"2,78",1
16.12.2025,103797,"5,56",2
16.12.2025,106204,"19,45",7
16.12.2025,102836,"13,9",5
16.12.2025,108371,"2,78",1
16.12.2025,103526,"47,25",17
16.12.2025,111832,"8,34",3
16.12.2025,106054,"16,68",6
16.12.2025,103745,"11,12",4
16.12.2025,104665,"59,75","21,5"
16.12.2025,111902,"11,12",4
16.12.2025,102019,"3,71","1,334"
16.12.2025,106056,"11,12",4
16.12.2025,108143,"36,13",13
16.12.2025,100972,"5,56",2
16.12.2025,111449,"25,01",9
16.12.2025,106164,"5,56",2
16.12.2025,104197,"2,78",1
16.12.2025,111389,"13,9",5
16.12.2025,102199,"5,56",2
16.12.2025,101824,"27,79",10
16.12.2025,106415,"19,45",7
16.12.2025,111594,"2,78",1
16.12.2025,102047,"12,51","4,5"
16.12.2025,111695,"5,56",2
16.12.2025,108108,"41,69",15
16.12.2025,103518,"80,6",29
16.12.2025,107090,"19,45",7
16.12.2025,103807,"6,48","2,333"
16.12.2025,109597,"22,23",8
16.12.2025,111254,"11,12",4
16.12.2025,102261,"5,56",2
16.12.2025,103753,"5,56",2
16.12.2025,103894,"13,9",5
16.12.2025,104663,"5,56",2
16.12.2025,107786,"16,68",6
17.12.2025,106606,"11,12",4
17.12.2025,106543,"2,78",1
17.12.2025,104423,"22,23",8
17.12.2025,103828,"8,34",3
17.12.2025,107940,"69,48",25
17.12.2025,105952,"27,79",10
17.12.2025,110880,"2,78",1
17.12.2025,103982,"2,78",1
17.12.2025,103255,"36,13",13
17.12.2025,106250,"33,35",12
17.12.2025,103562,"33,35",12
17.12.2025,104858,"5,56",2
17.12.2025,106231,"19,45",7
17.12.2025,100944,"58,36",21
17.12.2025,112013,"8,34",3
17.12.2025,100948,"13,9",5
17.12.2025,104018,"1581,41",569
17.12.2025,111964,"29,18","10,5"
17.12.2025,100762,"22,23",8
17.12.2025,103697,"12,51","4,5"
17.12.2025,104256,"19,45",7
17.12.2025,104025,"5,56",2
17.12.2025,104461,"41,69",15
17.12.2025,104058,"50,03",18
17.12.2025,104422,"83,38",30
17.12.2025,112051,"1337,76","481,334"
17.12.2025,103100,"13,9",5
17.12.2025,104122,"12,51","4,5"
17.12.2025,104091,"30,57",11
17.12.2025,111977,"13,9",5
17.12.2025,103694,"8,34",3
17.12.2025,100801,"216,78",78
17.12.2025,103394,"11,12",4
17.12.2025,104418,"30,57",11
17.12.2025,104630,"16,68",6
17.12.2025,106661,"461,36",166
17.12.2025,104723,"8,34",3
17.12.2025,104437,"38,91",14
17.12.2025,104641,"11,12",4
17.12.2025,102841,"5,56",2
17.12.2025,104637,"8,34",3
17.12.2025,104796,"2,78",1
17.12.2025,102681,"2,78",1
17.12.2025,102720,"5,56",2
17.12.2025,112019,"22,23",8
17.12.2025,104774,"8,34",3
17.12.2025,106269,"102,83",37
17.12.2025,102677,"13,9",5
17.12.2025,102691,"38,91",14
17.12.2025,102692,"5,56",2
17.12.2025,104764,"34,74","12,5"
17.12.2025,102798,"2,78",1
17.12.2025,101054,"22,23",8
17.12.2025,107220,"36,13",13
17.12.2025,106477,"41,69",15
17.12.2025,100788,"2,78",1
17.12.2025,106322,"44,47",16
17.12.2025,103412,"2,78",1
17.12.2025,103784,"8,34",3
17.12.2025,105132,"2,78",1
17.12.2025,109789,"8,34",3
17.12.2025,103421,"16,68",6
17.12.2025,102296,"9,73","3,5"
17.12.2025,104094,"50,03",18
17.12.2025,102234,"-2,78",-1
17.12.2025,103468,"75,04",27
17.12.2025,108513,"2,78",1
17.12.2025,103943,"47,25",17
17.12.2025,104259,"5,56",2
17.12.2025,103984,"38,91",14
17.12.2025,104222,"16,68",6
17.12.2025,111888,"5,56",2
17.12.2025,104507,"72,26",26
17.12.2025,104746,"8,34",3
17.12.2025,104074,"5,56",2
17.12.2025,108956,"27,79",10
17.12.2025,103467,"33,35",12
17.12.2025,103466,"19,45",7
17.12.2025,103465,"44,47",16
17.12.2025,108328,"8,34",3
17.12.2025,103574,"4,17","1,5"
17.12.2025,102139,"175,09",63
17.12.2025,103897,"136,18",49
17.12.2025,107956,"2,78",1
17.12.2025,104264,"19,45",7
17.12.2025,100851,"22,23",8
17.12.2025,107483,"5,56",2
17.12.2025,100852,"72,26",26
17.12.2025,103546,"13,9",5
17.12.2025,103458,"11,12",4
17.12.2025,103411,"25,01",9
17.12.2025,100175,"1,39","0,5"
17.12.2025,108521,"5,56",2
17.12.2025,104459,"5,56",2
17.12.2025,104263,"2,78",1
17.12.2025,105320,"47,25",17
17.12.2025,103639,"8,34",3
17.12.2025,107448,"8,34",3
17.12.2025,106681,"38,91",14
17.12.2025,100159,"11,12",4
17.12.2025,109315,"11,12",4
17.12.2025,105927,"38,91",14
17.12.2025,107484,"11,12",4
17.12.2025,104495,"50,03",18
17.12.2025,100823,"15,29","5,5"
17.12.2025,103940,"22,23",8
17.12.2025,104179,"11,12",4
17.12.2025,103548,"13,9",5
17.12.2025,102174,"8,34",3
17.12.2025,104134,"19,45",7
17.12.2025,108339,"5,56",2
17.12.2025,107185,"8,34",3
17.12.2025,112083,"5,56",2
17.12.2025,100988,"5,56",2
17.12.2025,104127,"-6,94","-2,497"
17.12.2025,100269,"13,9",5
17.12.2025,111761,"2,78",1
17.12.2025,104261,"8,34",3
17.12.2025,104023,"30,57",11
17.12.2025,107891,"8,34",3
17.12.2025,103790,"2,78",1
17.12.2025,112084,"38,91",14
17.12.2025,108512,"22,23",8
17.12.2025,104015,"29,18","10,5"
17.12.2025,106278,"428,01",154
17.12.2025,108155,"30,57",11
17.12.2025,105780,"37,52","13,5"
17.12.2025,104064,"36,13",13
17.12.2025,105277,"2,78",1
17.12.2025,102221,"5,56",2
17.12.2025,104090,"5,56",2
17.12.2025,106648,"86,16",31
17.12.2025,104089,"27,79",10
17.12.2025,103643,"13,9",5
17.12.2025,106698,"24,09","8,667"
17.12.2025,104533,"5,56",2
17.12.2025,100254,"5,56",2
17.12.2025,103770,"8,34",3
17.12.2025,103741,"2,78",1
17.12.2025,104492,"35,78","12,875"
17.12.2025,104017,"5,56",2
17.12.2025,108764,"27,79",10
17.12.2025,101075,"13,9",5
17.12.2025,104532,"2,78",1
17.12.2025,104498,"2,78",1
17.12.2025,104085,"5,56",2
17.12.2025,104557,"30,57",11
17.12.2025,104236,"27,79",10
17.12.2025,103678,"72,26",26
17.12.2025,103979,"44,47",16
17.12.2025,100250,"11,12",4
17.12.2025,100832,"27,79",10
17.12.2025,100131,"2,78",1
17.12.2025,103930,"19,45",7
17.12.2025,104073,"2,78",1
17.12.2025,103949,"8,34",3
17.12.2025,103951,"22,23",8
17.12.2025,104397,"5,56",2
17.12.2025,107240,"258,47",93
17.12.2025,108330,"25,01",9
17.12.2025,106694,"236,24",85
17.12.2025,100836,"13,9",5
17.12.2025,102202,"5,56",2
17.12.2025,106355,"5,56",2
17.12.2025,103462,"5,56",2
17.12.2025,106552,"13,9",5
17.12.2025,100795,"5,56",2
17.12.2025,104100,"8,34",3
17.12.2025,100796,"13,9",5
17.12.2025,102210,"25,01",9
17.12.2025,108460,"8,34",3
17.12.2025,103470,"8,34",3
17.12.2025,101015,"5,56",2
17.12.2025,103547,"5,56",2
17.12.2025,103648,"8,34",3
17.12.2025,106718,"61,14",22
17.12.2025,111969,"2,78",1
17.12.2025,100825,"13,9",5
17.12.2025,103761,"50,03",18
17.12.2025,100916,"16,68",6
17.12.2025,108098,"11,12",4
17.12.2025,107475,"11,12",4
17.12.2025,111505,"5,56",2
17.12.2025,104041,"2,78",1
17.12.2025,104020,"2,78",1
17.12.2025,110878,"13,9",5
17.12.2025,107690,"5,56",2
17.12.2025,106682,"325,18",117
17.12.2025,101061,"2,78",1
17.12.2025,105180,"38,91",14
17.12.2025,111189,"16,68",6
17.12.2025,106713,"80,6",29
17.12.2025,108498,"13,9",5
17.12.2025,107619,"8,34",3
17.12.2025,104227,"5,56",2
17.12.2025,104069,"25,01",9
17.12.2025,103603,"100,05",36
17.12.2025,105089,"5,56",2
17.12.2025,104054,"19,45",7
17.12.2025,110808,"11,12",4
17.12.2025,103572,"44,47",16
17.12.2025,101301,"8,34",3
17.12.2025,100920,"2,78",1
17.12.2025,108669,"2,78",1
17.12.2025,103601,"8,34",3
17.12.2025,104119,"5,56",2
17.12.2025,102310,"33,35",12
17.12.2025,104035,"2,78",1
17.12.2025,108043,"13,9",5
17.12.2025,104218,"2,78",1
17.12.2025,107821,"5,56",2
17.12.2025,108447,"5,56",2
17.12.2025,100800,"38,91",14
17.12.2025,102129,"11,12",4
17.12.2025,103642,"8,34",3
17.12.2025,103554,"5,56",2
17.12.2025,103591,"5,56",2
17.12.2025,106691,"633,67",228
17.12.2025,107444,"2,78",1
17.12.2025,106685,"44,47",16
17.12.2025,101352,"8,34",3
17.12.2025,109344,"16,68",6
17.12.2025,102134,"16,68",6
17.12.2025,100802,"2,78",1
17.12.2025,103379,"8,34",3
17.12.2025,104242,"25,01",9
17.12.2025,100691,"19,45",7
17.12.2025,110694,"22,23",8
17.12.2025,105114,"5,56",2
17.12.2025,106557,"13,9",5
17.12.2025,102314,"5,56",2
17.12.2025,102219,"8,34",3
17.12.2025,104042,"22,23",8
17.12.2025,104053,"5,56",2
17.12.2025,103556,"52,81",19
17.12.2025,103557,"22,23",8
17.12.2025,107072,"2,78",1
17.12.2025,103595,"5,56",2
17.12.2025,105279,"19,45",7
17.12.2025,104244,"2,78",1
17.12.2025,104389,"5,56",2
17.12.2025,108183,"27,79",10
17.12.2025,103558,"8,34",3
17.12.2025,108206,"2,78",1
17.12.2025,106169,"8,34",3
17.12.2025,110368,"19,45",7
17.12.2025,100932,"11,12",4
17.12.2025,108861,"2,78",1
17.12.2025,105293,"14,01","5,042"
17.12.2025,108451,"11,12",4
17.12.2025,104103,"2,78",1
17.12.2025,105524,"8,34",3
17.12.2025,112045,"61,14",22
17.12.2025,101366,"58,36",21
17.12.2025,107227,"141,74",51
17.12.2025,103400,"13,9",5
17.12.2025,106695,"138,96",50
17.12.2025,103701,"2,78",1
17.12.2025,103425,"5,56",2
17.12.2025,100182,"19,45",7
17.12.2025,103975,"11,12",4
17.12.2025,103976,"19,45",7
17.12.2025,106721,"425,23",153
17.12.2025,104149,"22,23",8
17.12.2025,109331,"5,56",2
17.12.2025,105160,"19,45",7
17.12.2025,103690,"11,12",4
17.12.2025,103382,"41,69",15
17.12.2025,103672,"33,35",12
17.12.2025,100770,"100,05",36
17.12.2025,103683,"8,34",3
17.12.2025,104067,"61,14",22
17.12.2025,106286,"8,34",3
17.12.2025,103793,"25,01",9
17.12.2025,100855,"169,54",61
17.12.2025,102368,"15,29","5,5"
17.12.2025,103553,"61,14",22
17.12.2025,101246,"19,45",7
17.12.2025,106689,"75,04",27
17.12.2025,104471,"88,94",32
17.12.2025,101275,"11,12",4
17.12.2025,103476,"5,56",2
17.12.2025,103474,"5,56",2
17.12.2025,103495,"2,78",1
17.12.2025,104810,"11,12",4
17.12.2025,104036,"2,78",1
17.12.2025,103498,"5,56",2
17.12.2025,101023,"13,9",5
17.12.2025,112000,"38,91",14
17.12.2025,110872,"5,56",2
17.12.2025,109537,"11,12",4
17.12.2025,102374,"5,56",2
17.12.2025,104181,"8,34",3
17.12.2025,100866,"5,56",2
17.12.2025,105221,"5,56",2
17.12.2025,102218,"4,17","1,5"
17.12.2025,104117,"13,9",5
17.12.2025,100909,"2,78",1
17.12.2025,104267,"2,78",1
17.12.2025,107539,"5,56",2
17.12.2025,102252,"5,56",2
17.12.2025,104174,"19,45",7
17.12.2025,105895,"25,01",9
17.12.2025,107753,"6,95","2,5"
17.12.2025,102211,"30,57",11
17.12.2025,103506,"11,12",4
17.12.2025,106720,"5,56",2
17.12.2025,104951,"19,45",7
17.12.2025,107435,"33,35",12
