Customer,Customer Name,Region,City,Trade Channel,Segment,Seasonal,Тype
102107,СУПЕРМАРКЕТ ГИГИ 2 ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
106758,МАГАЗИН 3 ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Nightclub,Gold,Seasonal,Out of Home
106807,МАГНИТ ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Nightclub,Gold,Seasonal,Out of Home
109363,СУПЕРМАРКЕТ ГИГИ 3 ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
101552,БРИЗ 11 ЕООД,Шумен,НАУМ,Local Shop,Bronze,Not Seasonal,At Home
109781,СУПЕРМАРКЕТ 24/7 ЕООД,Варна,ВАРНА,Hotels,Bronze,Seasonal,Out of Home
102521,МАГАЗИН ТЕЯ ЕООД,Търговище,ТЪРГОВИЩЕ,Local Shop,Gold,Not Seasonal,At Home
101162,АДАМОВ 2 ЕООД,Търговище,ТЪРГОВИЩЕ,Cafe,Gold,Not Seasonal,At Home
101123,КАРАНОВА ЕООД,Добрич,ГЕНЕРАЛ ТОШЕВО,Cafe,Bronze,Not Seasonal,At Home
102747,МАГНИТ ЕООД,Русе,ГЛОДЖЕВО,Local Shop,Gold,Not Seasonal,At Home
101076,МАГАЗИН 4 ЕООД,Силистра,ТУТРАКАН,Supermarket,Gold,Not Seasonal,At Home
101418,КОНТИНЕНТАЛ ГОЛЯМ ЕООД,Шумен,ШУМЕН,Local Shop,Bronze,Not Seasonal,At Home
110666,СУПЕРМАРКЕТ МАГНИТ ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Restaurant,Silver,Seasonal,Out of Home
101221,ДИДОН 1 ЕООД,Разград,РАЗГРАД,Cafe,Iron,Not Seasonal,At Home
103359,МОМЧЕВИ ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
108924,ЕЛИТ ЕООД,Варна,АЛЕН МАК,Hotels,Silver,Seasonal,Out of Home
105836,ЕФИР МАРКЕТ ЕООД,Варна,ВАРНА,Fast-food,Iron,Not Seasonal,Out of Home
106984,ЕГЕЯ ЕООД,Търговище,ТЪРГОВИЩЕ,Superette,Iron,Not Seasonal,At Home
103789,МЕГА МАРКЕТ ЕООД,Варна,ВАРНА,Local Shop,Silver,Not Seasonal,At Home
103819,МАГАЗИН ХРАНИТЕЛНИ СТОКИ ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
110211,ПК ИЗГРЕВ ЕООД,Варна,ВАРНА,Fast-food,Bronze,Not Seasonal,Out of Home
102488,ЕВРОПА ЕООД,Шумен,НОВИ ПАЗАР,Local Shop,Silver,Not Seasonal,At Home
111447,Магазин ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Restaurant,Silver,Seasonal,Out of Home
100342,МАГАЗИН ЕООД,Силистра,СИЛИСТРА,Supermarket,Silver,Not Seasonal,At Home
105795,ВАРНА МАРКЕТ ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
103264,ФРЕШ ЕООД,Добрич,ДОБРИЧ,Local Shop,Silver,Not Seasonal,At Home
107527,ХРИСИ ЕООД,Варна,АКСАКОВО,Restaurant,Bronze,Not Seasonal,Out of Home
104365,ЛЪКИ МАРКЕТ ЕООД,Разград,КУБРАТ,Local Shop,Iron,Not Seasonal,At Home
103175,СУПЕРМАРКЕТ ОПА ЕООД,Разград,ЛУДОГОРЦИ,Local Shop,Bronze,Not Seasonal,At Home
101096,МХС ЕООД,Шумен,ШУМЕН,Cafe,Iron,Not Seasonal,At Home
101728,Супермаркет ЕООД,Варна,ТОПОЛИ,Local Shop,Silver,Not Seasonal,At Home
104545,СУПЕРМАРКЕТ ПРИЗМА ЕООД,Варна,ЗДРАВЕЦ,Local Shop,Gold,Not Seasonal,At Home
101755,СУПЕРМАРКЕТ ЕКВАТОР ЕООД,Шумен,СМЯДОВО,Local Shop,Silver,Not Seasonal,At Home
110070,МХС ДИАНА ЕООД,Варна,ВАРНА,Cafe,Silver,Not Seasonal,Out of Home
103302,ДИМОВИ ЕООД,Добрич,БАТОВО,Local Shop,Gold,Not Seasonal,At Home
111159,КОМФОРТ ЕООД,Варна,ЧАЙКА,Hotels,Gold,Seasonal,Out of Home
106422,МАРС ЕООД,Варна,ВАРНА,Cafe,Bronze,Not Seasonal,Out of Home
103053,СУПЕРМАРКЕТ ПРИЗ ЕООД,Разград,ЛЪВИНО,Local Shop,Silver,Not Seasonal,At Home
102582,НАТАЛИ ЕООД,Търговище,ЛОВЕЦ,Local Shop,Gold,Not Seasonal,At Home
111919,МАГАЗИН ЧИЧО ТОМ ЕООД,Силистра,СИЛИСТРА,Local Shop,Iron,Not Seasonal,At Home
106406,ХЕРА 2 ЕООД,Добрич,БАЛЧИК,Cafe,Bronze,Not Seasonal,At Home
101665,МХС ВОКАЛ ЕООД,Силистра,ИСКРА,Local Shop,Silver,Not Seasonal,At Home
106705,ДИМАГ ЕООД,Варна,ВАРНА,Superette,Silver,Not Seasonal,At Home
102746,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Русе,СВАЛЕНИК,Local Shop,Gold,Not Seasonal,At Home
105027,ДРУЖБА ЕООД,Варна,БЕЛОСЛАВ,Cafe,Silver,Not Seasonal,Out of Home
102171,ХИПЕРМАРКЕТ ЦЕНТРАЛ ЕООД,Шумен,ДРУМЕВО,Local Shop,Silver,Not Seasonal,At Home
100065,МАГАЗИН РУВЕР ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,Out of Home
104364,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Разград,ЦАР КАЛОЯН,Local Shop,Silver,Not Seasonal,At Home
105026,СУПЕРМАРКЕТ ВИНАРИ ЕООД,Варна,ВАРНА,Cafe,Gold,Not Seasonal,Out of Home
110497,ХИПЕРМАРКЕТ ЦЕНТРАЛ ЕООД,Варна,ВАРНА,Fast-food,Gold,Not Seasonal,Out of Home
107094,СТИЛБО ЕООД,Варна,ВАРНА,Superette,Iron,Not Seasonal,At Home
110496,БРАТЯ БЪЧВАРОВИ ЕООД,Варна,ВАРНА,Fast-food,Gold,Not Seasonal,Out of Home
102480,ГРАДСКИ ХАЛИ ЕООД,Шумен,ШУМЕН,Local Shop,Silver,Not Seasonal,At Home
106636,ЛИА МАГАЗИН ЕООД,Добрич,КАВАРНА,Superette,Gold,Not Seasonal,At Home
101160,ОХРИД МАКС ЕООД,Търговище,ТЪРГОВИЩЕ,Cafe,Silver,Not Seasonal,At Home
111926,ХРАНИТЕЛЕН МАГАЗИН ЕООД,Силистра,КАЛИПЕТРОВО,Local Shop,Iron,Not Seasonal,At Home
103818,ХАДЖИРАДЕВИ ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
112058,СТИВИ ЕООД,Варна,ВАРНА,Superette,Iron,Not Seasonal,Out of Home
111946,Надин магазин Царевец ЕООД,Шумен,ШУМЕН,Local Shop,Bronze,Not Seasonal,At Home
102583,ПОРТО КРАПЕЦ ЕООД,Търговище,ЗАРАЕВО,Local Shop,Iron,Not Seasonal,At Home
105008,КАФЕ ПАРИЖ ЕООД,Варна,ВАРНА,Cafe,Silver,Seasonal,Out of Home
111948,ЕКЗОТИК ЕООД,Шумен,ШУМЕН,Local Shop,Bronze,Not Seasonal,At Home
102485,КАФЕ БАР ТЕРАСА ЕООД,Шумен,ШУМЕН,Local Shop,Gold,Not Seasonal,At Home
100070,БАР БАСЕЙН ЕООД,Шумен,ШУМЕН,Local Shop,Silver,Not Seasonal,At Home
101729,БАР РОЛБА ЕООД,Варна,СУВОРОВО,Local Shop,Bronze,Not Seasonal,At Home
101730,КЛУБ БИЗАРО ЕООД,Варна,СУВОРОВО,Local Shop,Silver,Not Seasonal,At Home
106211,КЛУБ КОКТЕЙЛИТЕ ЕООД,Силистра,СИЛИСТРА,Local Shop,Iron,Not Seasonal,At Home
103376,ПЛАЖЕН БАР ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
102123,БАР АДМИРАЛА ЕООД,Варна,АКСАКОВО,Local Shop,Bronze,Not Seasonal,At Home
103352,ИНСОМНИЯ ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
105315,ОПИУМ ЕООД,Варна,ВАРНА,Cafe,Gold,Not Seasonal,Out of Home
101127,К-КС СИРЕНА-БАСЕЙНА ЕООД,Добрич,БАЛЧИК,Cafe,Gold,Not Seasonal,At Home
103855,БАР ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
101739,ДИСКОТЕКА МАЛИБУ ЕООД,Варна,БЕЛОГРАДЕЦ,Local Shop,Silver,Not Seasonal,At Home
111158,СНААКС БАР ЕООД,Варна,ВАРНА,Hotels,Gold,Seasonal,Out of Home
111165,БИЙЧ БАР ЕООД,Варна,ВАРНА,Hotels,Gold,Seasonal,Out of Home
103817,БАР КЛИФ ЕООД,Варна,ВАРНА,Local Shop,Iron,Not Seasonal,At Home
102484,ПАРАДИЗО СПОТ ЕООД,Шумен,НОВИ ПАЗАР,Local Shop,Bronze,Not Seasonal,At Home
105011,БАР БАСЕИЙБ ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Cafe,Gold,Seasonal,Out of Home
111105,КОМПЛЕКС БЯЛАТА ПАНОРАМА РИЗОРТ ЕООД,Варна,ВАРНА,Hotels,Silver,Seasonal,Out of Home
105023,БАКАРО ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Cafe,Gold,Seasonal,Out of Home
101343,БАР ВИЖЪН ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Nightclub,Gold,Seasonal,Out of Home
101169,OPEN SEA RESIDENCE ЕООД,Търговище,ОМУРТАГ,Cafe,Silver,Not Seasonal,At Home
101742,АЛИБИ ЕООД,Шумен,МАРАШ,Local Shop,Bronze,Not Seasonal,At Home
102609,БИЙЧ БАР МАНИЯ ЕООД,Русе,ТЕТОВО,Local Shop,Silver,Not Seasonal,At Home
111458,БАР Х ЕООД,Варна,ВАРНА,Restaurant,Silver,Not Seasonal,Out of Home
101168,СОЛ Е МАР ЕООД,Търговище,ТЪРГОВИЩЕ,Cafe,Silver,Not Seasonal,At Home
103361,ДО THE ONE ЕООД,Варна,ВАРНА,Local Shop,Silver,Not Seasonal,At Home
109630,ШИША БАР ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
101906,БИЙЧ БАР КИМБО ЕООД,Добрич,РОГАЧЕВО,Local Shop,Bronze,Not Seasonal,At Home
102128,КОКО БИЙЧ ЕООД,Варна,ВАРНА,Local Shop,Bronze,Not Seasonal,At Home
101719,РЕСТОРАНТ ВИКИ ЕООД,Варна,БЕЛОСЛАВ,Local Shop,Gold,Not Seasonal,At Home
104981,ЛОБИ БАР ЕООД,Варна,ВАРНА,Cafe,Gold,Not Seasonal,Out of Home
110214,DUCK BAR ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
110035,ПУУЛ БАР КОЛИЗЕУМ ЕООД,Варна,ВАРНА,Cafe,Gold,Not Seasonal,Out of Home
106942,БИЙЧ БАР ФИЕСТА ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Superette,Silver,Seasonal,At Home
102045,БАР ЕООД,Варна,ВАРНА,Local Shop,Bronze,Not Seasonal,At Home
104672,БАР ПЛАЗА ЕООД,Силистра,ТУТРАКАН,Local Shop,Iron,Not Seasonal,At Home
111168,СПОРТЕН БАР ЕООД,Варна,ВАРНА,Hotels,Gold,Seasonal,Out of Home
111288,ПУЛ БАР ЕООД,Варна,ВАРНА,Fast-food,Iron,Seasonal,Out of Home
101284,ПУУЛ БАР ДИАМАНТ ЕООД,Разград,КУБРАТ,Cafe,Silver,Not Seasonal,At Home
109279,СПОРТЕН БАР ЕООД,Варна,ВАРНА,Bar,Bronze,Not Seasonal,Out of Home
106392,РОУЗ ВИЛИЧ ЕООД,Варна,ВАРНА,Cafe,Gold,Not Seasonal,Out of Home
103113,БАР МОТО ЕООД,Добрич,ТЕРВЕЛ,Local Shop,Gold,Not Seasonal,At Home
103191,БАР Х ЕООД,Разград,РАЗГРАД,Local Shop,Bronze,Not Seasonal,At Home
112097,БАР ЧИЛЛ ЕООД,Силистра,ДУЛОВО,Superette,Iron,Not Seasonal,At Home
105853,БАР БАКАРДИ ЕООД,Варна,ВАРНА,Fast-food,Gold,Not Seasonal,At Home
101905,БАР БАСЕЙН ЕООД,Добрич,КРАНЕВО,Local Shop,Bronze,Seasonal,At Home
102405,БАР БАСЕЙН ВЕНЕРА ПАЛАС ЕООД,Търговище,ДРАЛФА,Local Shop,Silver,Not Seasonal,At Home
106509,БАР ПЛАЯ ЕООД,Варна,ВАРНА,Cafe,Silver,Not Seasonal,Out of Home
102461,БАР МАЛИБУ ЕООД,Търговище,СЛАВЯНОВО,Local Shop,Iron,Not Seasonal,At Home
101632,БАР ФИЕСТА ЕООД,Силистра,АЛФАТАР,Local Shop,Silver,Not Seasonal,At Home
111154,ЛОБИ-БАР ЕООД,Варна,ВАРНА,Hotels,Gold,Seasonal,Out of Home
109225,БАР ЕООД,Варна,ПРОВАДИЯ,Bar,Bronze,Not Seasonal,Out of Home
104867,БАР ФИЕСТА ЕООД,Варна,ПРОВАДИЯ,Cafe,Silver,Not Seasonal,Out of Home
101904,БАР СТЕЛА 1 ЕООД,Добрич,КАВАРНА,Local Shop,Gold,Not Seasonal,At Home
101551,БАР ЕООД,Шумен,ХИТРИНО,Local Shop,Gold,Not Seasonal,At Home
106913,БАР БАСЕЙН КАМЕЛИЯ ГАРДЪН ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Superette,Gold,Seasonal,At Home
106925,БИЙЧ БАР ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Superette,Gold,Seasonal,At Home
100403,Клуб 28 ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Supermarket,Silver,Not Seasonal,At Home
100392,ДЖУБОКС ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Supermarket,Gold,Seasonal,At Home
101503,СОЛВ ЕООД,Шумен,ТИМАРЕВО,Local Shop,Iron,Not Seasonal,At Home
102066,АЙ ПИ СИ БЪЛГАРИЯ ООД ЕООД,Варна,ВАРНА,Local Shop,Silver,Not Seasonal,At Home
109620,ЧЕРИ БАР ЗЛ.ПЯСЪЦИ ЕООД,Варна,ВАРНА,Fast-food,Bronze,Not Seasonal,Out of Home
110495,БАР ЕООД,Варна,ВАРНА,Fast-food,Gold,Not Seasonal,Out of Home
105018,ПУЛ БАР БЕНДИТА ЕООД,Варна,ВАРНА,Cafe,Silver,Not Seasonal,Out of Home
111292,ШИША БАР ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Fast-food,Silver,Seasonal,Out of Home
110220,ПЛАЖ ЛАГУНА ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Fast-food,Silver,Seasonal,Out of Home
109879,ФЕЙМ ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Restaurant,Silver,Seasonal,Out of Home
104673,БАР ЦЕПЕЛИН ЕООД,Силистра,ДОБРОТИЦА,Local Shop,Iron,Not Seasonal,At Home
103337,ГЕЙМС СПИИТ ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
104336,ВИНЕН САЛОН ЕООД,Разград,ЦАР КАЛОЯН,Local Shop,Gold,Not Seasonal,At Home
100386,БАР ОРО ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Supermarket,Bronze,Seasonal,At Home
103111,БАР ГЛАРУС ЕООД,Добрич,ОРЛЯК,Local Shop,Bronze,Not Seasonal,At Home
110209,БАР ГЪЛИВЕР ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
102589,КИКИ БИЙЧ ЕООД,Търговище,ДАВИДОВО,Local Shop,Bronze,Not Seasonal,At Home
111381,БАР МУУН ЛАЙТ БИЙЧ ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
112055,БАР КАКУУН ЕООД,Търговище,ПОПОВО,Superette,Iron,Not Seasonal,At Home
112056,СИНЬО ЛЯТО ЕООД,Търговище,ПОПОВО,Superette,Iron,Not Seasonal,At Home
102126,БАР БАСЕЙН ТУНДЖА ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
102587,БАР КОКО ЕООД,Търговище,ТЪРГОВИЩЕ,Local Shop,Bronze,Not Seasonal,At Home
105800,БИЙЧ БАР МАНИЯ ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
110124,БАР СЪНИ ВИКТОРИЯ ЕООД,Варна,ДЕВНЯ,Fast-food,Bronze,Seasonal,Out of Home
102125,ФАМАГУСТА ЕООД,Варна,ИЗГРЕВ,Local Shop,Gold,Not Seasonal,At Home
107309,ДИНО БАР ЕООД,Варна,ДЕВНЯ,Restaurant,Bronze,Not Seasonal,Out of Home
107232,КОНТИНЕНТАЛ ЛОБИ БАР ЕООД,Шумен,ШУМЕН,Supermarket,Gold,Not Seasonal,At Home
106225,НАРГИЛЕ БАР ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Local Shop,Silver,Seasonal,At Home
102069,БАР ГАЛЕОН ЕООД,Варна,ДОЛИЩЕ,Local Shop,Silver,Not Seasonal,At Home
111156,НАРГИЛЕ ЕООД,Варна,ВАРНА,Hotels,Gold,Seasonal,Out of Home
108997,ОПЕРА ДИ МАРЕ ЕООД,Варна,ВАРНА,Hotels,Bronze,Not Seasonal,Out of Home
109823,БАР ФАРА ЕООД,Варна,ВАРНА,Cafe,Gold,Not Seasonal,Out of Home
102122,ЕКС ЧАЛИНДЖ ПАРК ЕООД,Варна,АКСАКОВО,Local Shop,Bronze,Not Seasonal,At Home
111164,ГРАНДЕ ЕООД,Варна,ВАРНА,Hotels,Gold,Seasonal,Out of Home
101732,АГАТОПОЛИС ЕООД,Варна,ЕЗЕРОВО,Local Shop,Gold,Not Seasonal,At Home
102104,СКРИТИЯ МЪЖ ЕООД,Варна,ИГНАТИЕВО,Local Shop,Gold,Not Seasonal,At Home
111453,СИЛИ ТУР БУНГАЛА ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Restaurant,Silver,Seasonal,Out of Home
104546,БУНГАЛА КАЛИНА ЕООД,Варна,КАМЧИЯ,Local Shop,Bronze,Seasonal,At Home
100323,БАР EQUILIBRIUM ЕООД,Силистра,КАЙНАРДЖА,Supermarket,Bronze,Not Seasonal,At Home
101671,БАР ДО БУНАТА ЕООД,Силистра,АЙДЕМИР,Local Shop,Gold,Not Seasonal,At Home
106363,ДИСКОТЕКА КУЛТ ЕООД,Варна,ВАРНА,Cafe,Bronze,Not Seasonal,Out of Home
104822,КОНТИНЕНТАЛ ЕООД,Варна,СУВОРОВО,Cafe,Bronze,Not Seasonal,Out of Home
112054,Дюнер ЕООД,Търговище,ПОПОВО,Superette,Iron,Not Seasonal,At Home
112052,Дискотека Афтър Плейс ЕООД,Търговище,ПОПОВО,Superette,Iron,Not Seasonal,At Home
106365,КУБА ЛИБРЕ ЕООД,Варна,ВАРНА,Cafe,Silver,Not Seasonal,Out of Home
112050,МАНХАТЪН ЕООД,Търговище,ПОПОВО,Superette,Iron,Not Seasonal,At Home
103177,КОЛОР БИЙЧ ЕООД ЕООД,Разград,ХЪРСОВО,Local Shop,Iron,Not Seasonal,At Home
105798,ЛА МАР ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
105841,БАР ДЮВЕ ЕООД,Варна,ВАРНА,Fast-food,Silver,Not Seasonal,Out of Home
110765,ФРЕШ БАР ЕООД,Варна,ВАРНА,Fast-food,Bronze,Not Seasonal,Out of Home
102483,БИЙЧ БАР АХЕЛОЙ ЕООД,Шумен,ШУМЕН,Local Shop,Bronze,Not Seasonal,At Home
107059,НОЩЕН БАР Ю ЕООД,Разград,РАЗГРАД,Superette,Iron,Not Seasonal,At Home
101695,"ФРЕШ БАР, Х-Л МИРАЖ ЕООД",Варна,БДИНЦИ,Local Shop,Iron,Not Seasonal,At Home
101670,ЕЙС БАР ЕООД,Силистра,СИТОВО,Local Shop,Gold,Not Seasonal,At Home
111988,ПУУЛ БАР ВЕНИЯРДС ЕООД,Варна,ВАРНА,Local Shop,Bronze,Seasonal,At Home
105827,Бар Спароу ЕООД,Варна,ВАРНА,Fast-food,Gold,Not Seasonal,Out of Home
109946,НАРГИЛЕ БАР ЕООД,Варна,ВАРНА,Cafe,Silver,Not Seasonal,Out of Home
110210,БАР КУБА ЕООД,Варна,ВАРНА,Fast-food,Bronze,Not Seasonal,Out of Home
101408,РЕД БАР ЕООД,Сливен,ТИЧА,Local Shop,Bronze,Not Seasonal,At Home
106249,БИЙЧ БАР ОРО ЕООД,Търговище,ТЪРГОВИЩЕ,Local Shop,Silver,Not Seasonal,At Home
109931,БАР ЕООД,Варна,ВАРНА,Cafe,Iron,Not Seasonal,Out of Home
106426,Автомивка Мейсън ЕООД,Варна,ВАРНА,Cafe,Iron,Not Seasonal,Out of Home
109628,БАР ХАМЕЛЕОН ЕООД,Варна,ВАРНА,Fast-food,Bronze,Not Seasonal,Out of Home
102751,КРАМ ИНС ООД ЕООД,Русе,СЕНОВО,Local Shop,Bronze,Not Seasonal,At Home
104358,МОТО КЛУБ ЕООД,Разград,ЦАР КАЛОЯН,Local Shop,Iron,Not Seasonal,At Home
108926,ДЖЕНЕЗИС ЕООД,Варна,СВ СВ КОНСТАНТИН И ЕЛЕНА,Hotels,Bronze,Not Seasonal,Out of Home
103814,Honor ЕООД,Варна,ВАРНА,Local Shop,Silver,Not Seasonal,At Home
106425,БУДА БАР ЕООД,Варна,ВАРНА,Cafe,Bronze,Not Seasonal,Out of Home
103347,ФРЕШ БАР ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
102185,БАР АДАМ И ЕВА НОВИ ЕООД,Варна,ПРОВАДИЯ,Local Shop,Gold,Not Seasonal,At Home
103112,БАР АХТОПОЛ ЕООД,Добрич,БОЖАН,Local Shop,Bronze,Not Seasonal,At Home
106670,СПЕЙС ЕООД,Разград,РАЗГРАД,Superette,Bronze,Not Seasonal,At Home
103815,СЪРФ ХАУС ЕООД,Варна,ВАРНА,Local Shop,Silver,Not Seasonal,At Home
102228,БАР ЛАМБОРГИНИ ЕООД,Варна,ЖИТНИЦА,Local Shop,Bronze,Not Seasonal,At Home
106423,ПЛАЖ ЕООД,Варна,ВАРНА,Cafe,Iron,Not Seasonal,Out of Home
101781,СЪРФ ХАУС ЕООД,Шумен,СМЯДОВО,Local Shop,Iron,Not Seasonal,At Home
107053,ВОКАЛ ЕООД,Варна,ВАРНА,Superette,Iron,Not Seasonal,At Home
103149,ФРЕШ БАР ЕООД,Разград,РАЗГРАД,Local Shop,Gold,Not Seasonal,At Home
106920,Н КЛУБ ЛИПСТИК ЕООД,Добрич,БАЛЧИК,Superette,Bronze,Seasonal,At Home
103780,КУБА ЛИБРЕ ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
101591,НАРГИЛЕ БАР СМОУК ЕООД,Силистра,СТЕФАН КАРАДЖА,Local Shop,Bronze,Not Seasonal,At Home
104674,БАР ХАВАНА ЕООД,Силистра,ПРЕСЛАВЦИ,Local Shop,Iron,Not Seasonal,At Home
110883,БАР КРЕМИКОВЦИ ЕООД,Варна,ВАРНА,Restaurant,Bronze,Not Seasonal,Out of Home
109926,ШЕЙК ИТ ЕООД,Варна,ВАРНА,Cafe,Silver,Not Seasonal,Out of Home
111119,Кафе Ди Ва ЕООД,Добрич,КРАНЕВО,Hotels,Silver,Seasonal,Out of Home
104518,БАР СИКС ЕООД,Варна,ПРОВАДИЯ,Local Shop,Silver,Not Seasonal,At Home
106679,БАР АДАМ И ЕВА ЕООД,Разград,РАЗГРАД,Superette,Silver,Not Seasonal,At Home
106360,БИКИНИ ЕООД,Варна,ВАРНА,Cafe,Bronze,Not Seasonal,Out of Home
101346,БАР АЛОХА ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Nightclub,Silver,Seasonal,Out of Home
109741,ВРОМОС ЕООД,Варна,ВАРНА,Superette,Gold,Seasonal,Out of Home
102570,БЕРБЕР ШОП БИЛИОНАРЕС КЛУБ ЕООД,Търговище,СЛАВЯНОВО,Local Shop,Silver,Not Seasonal,At Home
111614,Мерцедес ЕООД,Варна,ВАРНА,Fast-food,Bronze,Not Seasonal,Out of Home
104969,ИВ МЕС ЕООД,Търговище,ОПАКА,Cafe,Bronze,Not Seasonal,At Home
102119,ФИРМЕН МАГАЗИН ЕООД,Варна,ЛЮБЕН КАРАВЕЛОВО,Local Shop,Gold,Not Seasonal,At Home
107224,ВАКОМ ЕООД,Варна,СВ СВ КОНСТАНТИН И ЕЛЕНА,Superette,Bronze,Seasonal,Out of Home
102118,АКТУАЛ ЦЕНТЪР ЕООД,Варна,ВАРНА,Local Shop,Silver,Not Seasonal,At Home
108931,КАМАДЖИЕВ МИЛК ЕООД,Варна,АЛЕН МАК,Hotels,Bronze,Seasonal,Out of Home
101724,ДЕА ЕООД,Варна,ДЕВНЯ,Local Shop,Iron,Not Seasonal,At Home
106508,МАГАЗИН БОРСА КРЕБС ЕООД,Варна,ВАРНА,Cafe,Silver,Not Seasonal,Out of Home
103306,НИКМЕС ЕООД,Варна,ВАРНА,Local Shop,Gold,Not Seasonal,At Home
104502,Плод и зеленчук Крис ЕООД,Варна,БОЗВЕЛИЙСКО,Local Shop,Silver,Not Seasonal,At Home
106429,ПЛОД И ЗЕЛЕНЧУК ЕООД,Варна,ВАРНА,Cafe,Iron,Not Seasonal,Out of Home
100891,МЕСО ОТ ФЕРМАТА ЕООД,Варна,ВАРНА,Supermarket,Bronze,Not Seasonal,At Home
104547,МАГАЗИН ЗА МЕСО ЕООД,Варна,БЛИЗНАЦИ,Local Shop,Bronze,Not Seasonal,At Home
100833,МАГАЗИН ЗА МЕСО ЕООД,Варна,ВАРНА,Supermarket,Iron,Not Seasonal,At Home
104675,АКТУАЛ ДАП ЕООД,Силистра,КАЛУГЕРЕНЕ,Local Shop,Bronze,Not Seasonal,At Home
108995,МЕСАРНИЦА ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Hotels,Gold,Seasonal,Out of Home
110841,МОЯТ МАГАЗИН ЕООД,Варна,ВАРНА,Restaurant,Bronze,Not Seasonal,Out of Home
108928,ГОФРЕТИ ДОЛЧЕ ВИТА ЕООД,Варна,СВ СВ КОНСТАНТИН И ЕЛЕНА,Hotels,Bronze,Not Seasonal,Out of Home
100219,ПЛОДЧЕТО ЕООД,Варна,ВАРНА,Local Shop,Bronze,Not Seasonal,At Home
102973,МАГАЗИН БЕРЬОЗКА ЕООД,Разград,ЛОЗНИЦА,Local Shop,Gold,Not Seasonal,At Home
110835,ТРАНЖ ЕООД,Варна,ВАРНА,Restaurant,Gold,Not Seasonal,Out of Home
111162,МЕСО ЕООД,Варна,ВАРНА,Hotels,Gold,Seasonal,Out of Home
105849,ВАЛДИ ЕООД,Варна,ВАРНА,Fast-food,Gold,Not Seasonal,Out of Home
106944,ХРАНИТЕЛНИ СТОКИ ЕООД,Варна,ЗЛАТНИ ПЯСЪЦИ,Superette,Gold,Seasonal,At Home
102994,ПЛОД И ЗЕЛЕНЧУК ЕООД,Разград,РАЗГРАД,Local Shop,Iron,Not Seasonal,At Home
101903,МХС ЕООД,Добрич,БАЛЧИК,Local Shop,Bronze,Seasonal,At Home
104991,ПЛОДОВЕ И ЗЕЛЕНЧУЦИ ЕООД,Варна,ВАРНА,Cafe,Silver,Not Seasonal,Out of Home
